Scene ID,Safety Score,Realism Score,Comfort Score,Test Score,Final Score,Is Out Dynamic,Planner Avg Score,Is Valid Submit
highway_merge_2_1_92,30,8.59,9.54,0.0,48.13,0,88.73,1
highway_merge_2_2_111,30,8.02,9.6,0.0,47.62,0,97.0,1
highway_merge_2_2_143,30,7.09,9.51,2.0,48.6,0,78.22,1
highway_merge_2_2_177,30,7.31,9.42,0.0,46.73,0,95.72,1
highway_merge_2_2_186,30,7.76,9.38,0.0,47.13,0,95.89,1
highway_merge_2_2_199,30,7.73,9.51,20.0,67.25,0,97.76,1
highway_merge_2_2_200,30,8.85,9.26,20.06,68.17,0,97.2,1
highway_merge_2_2_206,0,6.76,9.45,0,16.21,0,97.62,1
highway_merge_2_2_219,30,7.06,9.36,20.05,66.47,0,97.03,1
highway_merge_2_2_228,0,8.39,9.42,0,17.81,0,97.44,1
highway_merge_2_2_232,30,6.7,8.95,23.97,69.61,0,73.99,1
highway_merge_2_2_247,30,7.58,9.45,0.0,47.03,0,92.47,1
highway_merge_2_2_273,30,7.12,9.45,0.0,46.57,0,96.36,1
highway_merge_2_2_310,0,7.07,9.47,0,16.54,0,97.33,1
highway_merge_2_2_314,0,7.53,9.51,0,17.04,0,97.98,1
highway_merge_2_2_317,30,6.94,9.35,20.02,66.3,0,92.13,1
highway_merge_2_2_319,30,6.86,9.49,0.0,46.35,0,91.16,1
highway_merge_2_2_367,30,6.14,9.43,0.0,45.57,0,92.59,1
highway_merge_2_2_380,30,7.49,9.29,20.02,66.8,0,95.99,1
highway_merge_2_2_383,0,7.57,9.49,0,17.06,0,97.64,1
highway_merge_2_2_393,30,7.75,9.56,20.17,67.47,0,97.28,1
highway_merge_2_2_428,30,7.95,9.55,0.0,47.49,0,92.81,1
highway_merge_2_2_432,30,7.49,9.45,0.0,46.94,0,92.43,1
highway_merge_2_2_450,30,7.21,9.45,2.0,48.66,0,79.05,1
highway_merge_2_2_463,30,7.29,9.36,0.0,46.65,0,92.47,1
highway_merge_2_2_46,30,8.03,9.43,20.11,67.56,0,90.86,1
highway_merge_2_2_488,30,9.01,9.5,20.06,68.57,0,92.14,1
highway_merge_2_2_496,30,6.81,9.44,20.2,66.45,0,91.07,1
highway_merge_2_2_66,0,0,0,0,0,1,0,1
highway_merge_2_2_93,30,7.46,9.48,20.02,66.96,0,96.99,1
highway_merge_3_1_185,30,7.95,9.45,20.09,67.5,0,93.22,1
highway_merge_3_1_199,30,7.81,9.22,20.09,67.13,0,91.03,1
mixed_128_34_1,0,5.6,9.26,0,14.86,0,90.98,1
mixed_752_7_0,30,2.21,9.06,0.0,41.27,0,90.97,1
mixed_752_7_1,30,2.09,9.33,0.0,41.42,0,90.95,1
mixed_752_7_2,30,3.45,8.71,0.0,42.16,0,91.37,1
mixed_752_7_4,30,4.25,8.99,0.0,43.24,0,90.95,1
Average,16.73,5.84,5.77,6.06,34.4,,,
